0.000000 0.930800 -0.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.006272 0.000000 0.000000 -0.000148 0.006272 0.000000 0.000000 -0.599852 -0.393689 0.000000 0.000000 0.477384 -0.083695 0.000000 0.000000 -0.083695 0.000000 0.000000 0.477384 -0.393689 0.000000 0.000000
0.000000 0.930699 -0.144858 0.000000 0.000000 -0.000012 0.000000 0.000000 0.000000 0.000000 -0.012537 0.000000 0.000000 -0.000590 0.012537 0.000000 0.000000 -0.599410 -0.391741 0.000000 0.000000 0.483925 -0.092185 0.000000 0.000000 -0.075710 0.000000 0.000000 0.471565 -0.395855 0.000000 0.000000
0.000000 0.930580 -0.139905 0.000000 0.000000 0.000026 0.000000 0.000000 0.000000 0.000000 -0.018790 0.000000 0.000000 -0.001327 0.018790 0.000000 0.000000 -0.598673 -0.389695 0.000000 0.000000 0.489986 -0.100291 0.000000 0.000000 -0.069159 0.000000 0.000000 0.467768 -0.398609 0.000000 0.000000
0.000000 0.930458 -0.135142 0.000000 0.000000 0.000102 0.000000 0.000000 0.000000 0.000000 -0.025025 0.000000 0.000000 -0.002358 0.025025 0.000000 0.000000 -0.597642 -0.387569 0.000000 0.000000 0.495609 -0.108040 0.000000 0.000000 -0.064075 0.000000 0.000000 0.466074 -0.401999 0.000000 0.000000
0.000000 0.930333 -0.130563 0.000000 0.000000 0.000215 0.000000 0.000000 0.000000 0.000000 -0.031235 0.000000 0.000000 -0.003681 0.031235 0.000000 0.000000 -0.596319 -0.385376 0.000000 0.000000 0.500829 -0.115453 0.000000 0.000000 -0.060468 0.000000 0.000000 0.466524 -0.406056 0.000000 0.000000
0.000000 0.930205 -0.126163 0.000000 0.000000 0.000364 0.000000 0.000000 0.000000 0.000000 -0.037415 0.000000 0.000000 -0.005296 0.037415 0.000000 0.000000 -0.594704 -0.383128 0.000000 0.000000 0.505679 -0.122551 0.000000 0.000000 -0.058331 0.000000 0.000000 0.469119 -0.410789 0.000000 0.000000
0.000000 0.930074 -0.121935 0.000000 0.000000 0.000548 0.000000 0.000000 0.000000 0.000000 -0.043557 0.000000 0.000000 -0.007201 0.043557 0.000000 0.000000 -0.592799 -0.380836 0.000000 0.000000 0.510188 -0.129353 0.000000 0.000000 -0.057637 0.000000 0.000000 0.473822 -0.416185 0.000000 0.000000
0.000000 0.929942 -0.117873 0.000000 0.000000 0.000766 0.000000 0.000000 0.000000 0.000000 -0.049657 0.000000 0.000000 -0.009394 0.049657 0.000000 0.000000 -0.590606 -0.378509 0.000000 0.000000 0.514384 -0.135875 0.000000 0.000000 -0.058341 0.000000 0.000000 0.480555 -0.422214 0.000000 0.000000
0.000000 0.929809 -0.113969 0.000000 0.000000 0.001014 0.000000 0.000000 0.000000 0.000000 -0.055708 0.000000 0.000000 -0.011873 0.055708 0.000000 0.000000 -0.588127 -0.376155 0.000000 0.000000 0.518289 -0.142135 0.000000 0.000000 -0.060383 0.000000 0.000000 0.489213 -0.428830 0.000000 0.000000
0.000000 0.929675 -0.110214 0.000000 0.000000 0.001291 0.000000 0.000000 0.000000 0.000000 -0.061704 0.000000 0.000000 -0.014635 0.061704 0.000000 0.000000 -0.585365 -0.373781 0.000000 0.000000 0.521927 -0.148146 0.000000 0.000000 -0.063691 0.000000 0.000000 0.499663 -0.435972 0.000000 0.000000
0.000000 0.929542 -0.106602 0.000000 0.000000 0.001593 0.000000 0.000000 0.000000 0.000000 -0.067639 0.000000 0.000000 -0.017677 0.067639 0.000000 0.000000 -0.582323 -0.371394 0.000000 0.000000 0.525316 -0.153923 0.000000 0.000000 -0.068185 0.000000 0.000000 0.511756 -0.443571 0.000000 0.000000
0.000000 0.929409 -0.103124 0.000000 0.000000 0.001917 0.000000 0.000000 0.000000 0.000000 -0.073508 0.000000 0.000000 -0.020998 0.073508 0.000000 0.000000 -0.579002 -0.368998 0.000000 0.000000 0.528474 -0.159477 0.000000 0.000000 -0.073778 0.000000 0.000000 0.525331 -0.451552 0.000000 0.000000
0.000000 0.929277 -0.099773 0.000000 0.000000 0.002260 0.000000 0.000000 0.000000 0.000000 -0.079305 0.000000 0.000000 -0.024593 0.079305 0.000000 0.000000 -0.575407 -0.366598 0.000000 0.000000 0.531420 -0.164822 0.000000 0.000000 -0.080385 0.000000 0.000000 0.540222 -0.459836 0.000000 0.000000
0.000000 0.929146 -0.096540 0.000000 0.000000 0.002618 0.000000 0.000000 0.000000 0.000000 -0.085023 0.000000 0.000000 -0.028458 0.085023 0.000000 0.000000 -0.571542 -0.364198 0.000000 0.000000 0.534166 -0.169968 0.000000 0.000000 -0.087920 0.000000 0.000000 0.556266 -0.468346 0.000000 0.000000
0.000000 0.929017 -0.093418 0.000000 0.000000 0.002989 0.000000 0.000000 0.000000 0.000000 -0.090658 0.000000 0.000000 -0.032591 0.090658 0.000000 0.000000 -0.567409 -0.361803 0.000000 0.000000 0.536728 -0.174926 0.000000 0.000000 -0.096297 0.000000 0.000000 0.573302 -0.477005 0.000000 0.000000
0.000000 0.928890 -0.090400 0.000000 0.000000 0.003369 0.000000 0.000000 0.000000 0.000000 -0.096204 0.000000 0.000000 -0.036987 0.096204 0.000000 0.000000 -0.563013 -0.359413 0.000000 0.000000 0.539118 -0.179706 0.000000 0.000000 -0.105437 0.000000 0.000000 0.591176 -0.485739 0.000000 0.000000
0.000000 0.928765 -0.087478 0.000000 0.000000 0.003756 0.000000 0.000000 0.000000 0.000000 -0.101655 0.000000 0.000000 -0.041642 0.101655 0.000000 0.000000 -0.558358 -0.357033 0.000000 0.000000 0.541349 -0.184317 0.000000 0.000000 -0.115263 0.000000 0.000000 0.609742 -0.494478 0.000000 0.000000
0.000000 0.928643 -0.084646 0.000000 0.000000 0.004146 0.000000 0.000000 0.000000 0.000000 -0.107006 0.000000 0.000000 -0.046550 0.107006 0.000000 0.000000 -0.553450 -0.354664 0.000000 0.000000 0.543430 -0.188767 0.000000 0.000000 -0.125706 0.000000 0.000000 0.628864 -0.503158 0.000000 0.000000
0.000000 0.928523 -0.081897 0.000000 0.000000 0.004537 0.000000 0.000000 0.000000 0.000000 -0.112252 0.000000 0.000000 -0.051708 0.112252 0.000000 0.000000 -0.548292 -0.352308 0.000000 0.000000 0.545372 -0.193065 0.000000 0.000000 -0.136699 0.000000 0.000000 0.648416 -0.511717 0.000000 0.000000
0.000000 0.928407 -0.079224 0.000000 0.000000 0.004926 0.000000 0.000000 0.000000 0.000000 -0.117388 0.000000 0.000000 -0.057111 0.117388 0.000000 0.000000 -0.542889 -0.349967 0.000000 0.000000 0.547184 -0.197219 0.000000 0.000000 -0.148181 0.000000 0.000000 0.668281 -0.520100 0.000000 0.000000
0.000000 0.928293 -0.076622 0.000000 0.000000 0.005312 0.000000 0.000000 0.000000 0.000000 -0.122408 0.000000 0.000000 -0.062752 0.122408 0.000000 0.000000 -0.537248 -0.347640 0.000000 0.000000 0.548875 -0.201236 0.000000 0.000000 -0.160096 0.000000 0.000000 0.688351 -0.528254 0.000000 0.000000
0.000000 0.928182 -0.074085 0.000000 0.000000 0.005690 0.000000 0.000000 0.000000 0.000000 -0.127307 0.000000 0.000000 -0.068626 0.127307 0.000000 0.000000 -0.531374 -0.345331 0.000000 0.000000 0.550453 -0.205123 0.000000 0.000000 -0.172392 0.000000 0.000000 0.708526 -0.536133 0.000000 0.000000
0.000000 0.928075 -0.071606 0.000000 0.000000 0.006061 0.000000 0.000000 0.000000 0.000000 -0.132082 0.000000 0.000000 -0.074728 0.132082 0.000000 0.000000 -0.525272 -0.343038 0.000000 0.000000 0.551924 -0.208888 0.000000 0.000000 -0.185021 0.000000 0.000000 0.728714 -0.543693 0.000000 0.000000
0.000000 0.927970 -0.069181 0.000000 0.000000 0.006420 0.000000 0.000000 0.000000 0.000000 -0.136726 0.000000 0.000000 -0.081052 0.136726 0.000000 0.000000 -0.518948 -0.340763 0.000000 0.000000 0.553296 -0.212535 0.000000 0.000000 -0.197936 0.000000 0.000000 0.748830 -0.550893 0.000000 0.000000
0.000000 0.927869 -0.066804 0.000000 0.000000 0.006767 0.000000 0.000000 0.000000 0.000000 -0.141236 0.000000 0.000000 -0.087591 0.141236 0.000000 0.000000 -0.512409 -0.338505 0.000000 0.000000 0.554575 -0.216071 0.000000 0.000000 -0.211097 0.000000 0.000000 0.768795 -0.557697 0.000000 0.000000
0.000000 0.927771 -0.064469 0.000000 0.000000 0.007099 0.000000 0.000000 0.000000 0.000000 -0.145608 0.000000 0.000000 -0.094339 0.145608 0.000000 0.000000 -0.505661 -0.336265 0.000000 0.000000 0.555767 -0.219503 0.000000 0.000000 -0.224463 0.000000 0.000000 0.788537 -0.564072 0.000000 0.000000
